event,catalog,waveform,af_source,M_total_Msun,chi_eff_med,a_final_med,redshift,n_seraphim,n_sph_std,n_carrier_schwarz,n_carrier_kerr_binary,n_carrier_kerr_remnant,kerr_remnant_delta,gap_schwarz,gap_kerr_binary,gap_kerr_remnant,delta_schwarz,delta_kerr_binary,delta_kerr_remnant,log2_M,alpha_inv,n_BBH_theory
GW230706_104333,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,27.9525,0.1929,0.7496,0.3515,5.409033,0.07427,136.43684,136.212564,135.230113,-1.206727,131.027807,130.803531,129.82108,-6.008192,-6.232468,-7.214919,4.804908,137.035999,5.313987
GW230707_124047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,81.4944,-0.0435,0.6842,0.7189,5.332823,0.081914,137.980561,138.02679,136.937756,-1.042805,132.647737,132.693967,131.604933,-4.388262,-4.342032,-5.431066,6.348629,137.035999,5.313987
GW230708_053705,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,51.9629,0.0773,0.7301,0.5478,5.383408,0.07419,137.331343,137.245497,136.176043,-1.1553,131.947935,131.862089,130.792635,-5.088064,-5.17391,-6.243364,5.699411,137.035999,5.313987
GW230708_230935,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,103.7964,0.0243,0.6796,0.5634,5.291093,0.169231,138.329545,138.3031,137.297295,-1.03225,133.038451,133.012007,132.006201,-3.997548,-4.023992,-5.029798,6.697613,137.035999,5.313987
GW230709_122727,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,75.14,0.0945,0.7168,0.7276,5.353993,0.168628,137.863442,137.757771,136.741768,-1.121674,132.509449,132.403778,131.387775,-4.52655,-4.632221,-5.648224,6.23151,137.035999,5.313987
GW230712_090405,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,43.9833,-0.041,0.6477,0.3614,5.088251,0.279942,137.090815,137.134504,136.130162,-0.960653,132.002563,132.046253,131.041911,-5.033436,-4.989746,-5.994088,5.458883,137.035999,5.313987
GW230723_101834,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,27.7103,-0.1589,0.616,0.2912,5.248083,0.108596,136.424281,136.58688,135.53084,-0.893441,131.176198,131.338797,130.282757,-5.859801,-5.697202,-6.753242,4.792349,137.035999,5.313987
GW230726_002940,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,63.3806,-0.0166,0.6908,0.3756,5.342996,0.067656,137.617902,137.635674,136.559597,-1.058306,132.274907,132.292678,131.216601,-4.761092,-4.743321,-5.819398,5.98597,137.035999,5.313987
GW230729_082317,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,20.4058,0.1248,0.7066,0.305,5.334317,0.147594,135.982837,135.841717,134.886367,-1.09647,130.648519,130.5074,129.55205,-6.38748,-6.528599,-7.483949,4.350905,137.035999,5.313987
GW230731_215307,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,18.2391,-0.0479,0.6699,0.2182,5.327364,0.047837,135.820898,135.871745,134.811047,-1.009852,130.493534,130.54438,129.483682,-6.542465,-6.491619,-7.552317,4.188966,137.035999,5.313987
GW230803_033412,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,76.1055,0.099,0.7283,0.7328,5.333825,0.15011,137.88186,137.771001,136.731194,-1.150667,132.548035,132.437176,131.397369,-4.487964,-4.598823,-5.63863,6.249928,137.035999,5.313987
GW230805_034249,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,56.729,0.082,0.7302,0.5329,5.333124,0.154834,137.457946,137.366715,136.30219,-1.155756,132.124822,132.033591,130.969066,-4.911177,-5.002408,-6.066933,5.826014,137.035999,5.313987
GW230806_204041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,85.1538,0.0929,0.7145,0.8451,5.362345,0.134665,138.043931,137.940145,136.928115,-1.115816,132.681586,132.5778,131.56577,-4.354413,-4.458199,-5.470229,6.411999,137.035999,5.313987
GW230811_032116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,57.9945,0.0171,0.6896,0.3683,5.30546,0.097787,137.489776,137.471182,136.434227,-1.055549,132.184316,132.165723,131.128767,-4.851683,-4.870277,-5.907232,5.857844,137.035999,5.313987
GW230814_061920,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,112.1141,0.0529,0.6836,0.6196,5.315806,0.132485,138.440755,138.382578,137.399368,-1.041388,133.12495,133.066772,132.083562,-3.911049,-3.969227,-4.952437,6.808823,137.035999,5.313987
GW230814_230901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,62.0258,-0.0103,0.679,0.0594,5.359292,0.018525,137.586727,137.597854,136.555859,-1.030869,132.227435,132.238562,131.196567,-4.808564,-4.797437,-5.839432,5.954795,137.035999,5.313987
GW230819_171910,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,110.4179,-0.0291,0.6542,0.6318,5.144922,0.307323,138.418762,138.449911,137.443861,-0.9749,133.27384,133.30499,132.29894,-3.762159,-3.731009,-4.737059,6.78683,137.035999,5.313987
GW230820_212515,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,96.1931,0.2093,0.7336,0.6195,5.31551,0.301793,138.219794,137.974814,137.055216,-1.164577,132.904284,132.659304,131.739706,-4.131715,-4.376695,-5.296293,6.587862,137.035999,5.313987
GW230824_033047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,88.244,0.0022,0.6869,0.7316,5.323027,0.137225,138.095359,138.092998,137.046102,-1.049257,132.772332,132.769971,131.723075,-4.263667,-4.266028,-5.312924,6.463427,137.035999,5.313987
GW230825_041334,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,70.6391,0.3174,0.8046,0.7852,5.469248,0.143004,137.774326,137.384672,136.407475,-1.366851,132.305079,131.915424,130.938228,-4.730921,-5.120575,-6.097772,6.142394,137.035999,5.313987
GW230831_015414,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,73.7716,0.0428,0.716,0.7251,5.352915,0.127811,137.836927,137.790043,136.717248,-1.119678,132.484011,132.437128,131.364333,-4.551988,-4.598871,-5.671666,6.204995,137.035999,5.313987
GW230904_051013,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,17.9681,0.0562,0.6917,0.1997,5.339402,0.08416,135.799302,135.737389,134.738807,-1.060494,130.4599,130.397987,129.399406,-6.576099,-6.638012,-7.636593,4.16737,137.035999,5.313987
GW230911_195324,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,56.1018,-0.029,0.6708,0.221,5.257396,0.118616,137.441907,137.472903,136.429879,-1.012028,132.18451,132.215507,131.172482,-4.851489,-4.820492,-5.863517,5.809975,137.035999,5.313987
GW230914_111401,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,95.8127,0.1275,0.7003,0.4526,5.338201,0.138931,138.214077,138.069669,137.132956,-1.081121,132.875876,132.731468,131.794755,-4.160123,-4.304531,-5.241244,6.582145,137.035999,5.313987
GW230919_215712,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,49.316,0.1823,0.7463,0.2461,5.426625,0.048693,137.255916,137.044912,136.058041,-1.197875,131.829291,131.618287,130.631416,-5.206708,-5.417712,-6.404583,5.623984,137.035999,5.313987
GW230920_071124,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,56.4734,-0.0019,0.6897,0.4863,5.339987,0.100859,137.45143,137.453471,136.395715,-1.055715,132.111443,132.113484,131.055728,-4.924556,-4.922515,-5.980271,5.819498,137.035999,5.313987
GW230922_020344,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,70.6111,0.0354,0.7115,0.276,5.342404,0.078196,137.773756,137.735092,136.665413,-1.108343,132.431352,132.392688,131.323009,-4.604647,-4.643311,-5.71299,6.141824,137.035999,5.313987
GW230922_040658,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,124.6904,0.3378,0.7934,0.9495,5.445738,0.227381,138.594139,138.175453,137.261882,-1.332257,133.148401,132.729715,131.816143,-3.887598,-4.306284,-5.219856,6.962207,137.035999,5.313987
GW230924_124453,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,51.7546,0.0196,0.6953,0.4192,5.362742,0.052696,137.325546,137.304269,136.256496,-1.06905,131.962804,131.941527,130.893754,-5.073195,-5.094472,-6.142245,5.693614,137.035999,5.313987
GW230927_043729,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,62.4715,0.0071,0.6942,0.5287,5.353461,0.071947,137.597059,137.589371,136.530711,-1.066348,132.243597,132.23591,131.177249,-4.792402,-4.800089,-5.85875,5.965127,137.035999,5.313987
GW230927_153832,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,38.5156,0.0406,0.6952,0.2278,5.356826,0.037012,136.899304,136.854866,135.830493,-1.068811,131.542478,131.49804,130.473667,-5.493521,-5.537959,-6.562332,5.267372,137.035999,5.313987
GW230928_215827,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,87.6395,0.4204,0.8431,0.6974,5.500549,0.164221,138.085442,137.542458,136.589201,-1.496241,132.584893,132.041909,131.088652,-4.451106,-4.99409,-5.947347,6.45351,137.035999,5.313987
GW230930_110730,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,58.9969,0.0277,0.6949,0.7619,5.343906,0.11467,137.514498,137.484334,136.446367,-1.068131,132.170592,132.140428,131.102461,-4.865407,-4.895571,-5.933538,5.882566,137.035999,5.313987
GW231001_140220,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,116.328,-0.0479,0.6329,0.673,5.209786,0.184435,138.493987,138.54483,137.565173,-0.928814,133.284201,133.335044,132.355386,-3.751799,-3.700955,-4.680613,6.862055,137.035999,5.313987
GW231004_232346,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,101.6706,-0.0512,0.6354,0.6567,5.201039,0.189241,138.299691,138.353973,137.365726,-0.933966,133.098652,133.152934,132.164687,-3.937347,-3.883065,-4.871312,6.667759,137.035999,5.313987
GW231005_021030,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,131.5903,0.1123,0.7249,0.939,5.317988,0.187815,138.671841,138.545389,137.529742,-1.142099,133.353854,133.227402,132.211754,-3.682145,-3.808597,-4.824245,7.039909,137.035999,5.313987
GW231005_091549,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,50.6423,-0.0384,0.6763,0.5938,5.324195,0.107264,137.294203,137.335138,136.269659,-1.024544,131.970008,132.010944,130.945464,-5.065991,-5.025056,-6.090535,5.662271,137.035999,5.313987
GW231008_142521,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,71.2554,-0.0252,0.6501,0.4817,5.254499,0.184565,137.786859,137.813876,136.821117,-0.965743,132.532361,132.559377,131.566618,-4.503638,-4.476622,-5.469381,6.154928,137.035999,5.313987
GW231014_040532,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,35.8834,0.1813,0.7516,0.3994,5.396424,0.13671,136.797178,136.587432,135.585027,-1.21215,131.400754,131.191008,130.188604,-5.635245,-5.844991,-6.847396,5.165246,137.035999,5.313987
GW231018_233037,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,19.0923,0.0148,0.6715,0.2877,5.299404,0.110297,135.886854,135.870816,134.873306,-1.013548,130.58745,130.571411,129.573902,-6.448549,-6.464588,-7.462097,4.254922,137.035999,5.313987
GW231020_142947,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,19.8618,0.1512,0.7151,0.2383,5.344919,0.155384,135.943856,135.771077,134.82637,-1.117486,130.598937,130.426158,129.481451,-6.437062,-6.609842,-7.554548,4.311924,137.035999,5.313987
GW231028_153006,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,152.9012,0.4957,0.8568,0.7177,5.5859,0.129417,138.888388,138.221463,137.341874,-1.546514,133.302488,132.635563,131.755974,-3.733511,-4.400436,-5.280025,7.256456,137.035999,5.313987
GW231029_111508,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,106.0689,0.1453,0.7241,0.5145,5.356299,0.161173,138.36079,138.195113,137.220768,-1.140021,133.00449,132.838814,131.864469,-4.031509,-4.197185,-5.17153,6.728858,137.035999,5.313987
GW231102_071736,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,104.652,0.074,0.7093,0.5985,5.363654,0.093359,138.341388,138.259237,137.238325,-1.103063,132.977734,132.895583,131.874671,-4.058265,-4.140416,-5.161328,6.709456,137.035999,5.313987
GW231104_133418,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,21.0329,0.1455,0.7253,0.2781,5.388139,0.071936,136.026507,135.860539,134.883389,-1.143117,130.638368,130.4724,129.495251,-6.397631,-6.563599,-7.540748,4.394575,137.035999,5.313987
GW231108_125142,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,40.6547,-0.0763,0.6622,0.3717,5.31068,0.047906,136.977283,137.057473,135.984771,-0.992511,131.666603,131.746794,130.674092,-5.369396,-5.289205,-6.361908,5.345351,137.035999,5.313987
GW231110_040320,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,32.5224,0.1746,0.7361,0.3393,5.369673,0.083975,136.655294,136.453781,135.484351,-1.170943,131.285621,131.084108,130.114678,-5.750378,-5.951891,-6.921321,5.023362,137.035999,5.313987
GW231113_122623,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,68.2932,0.3648,0.8165,0.5524,5.491743,0.161842,137.725602,137.267468,136.320599,-1.405003,132.233859,131.775725,130.828856,-4.80214,-5.260274,-6.207143,6.09367,137.035999,5.313987
GW231113_200417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,19.1418,0.1253,0.7209,0.224,5.36529,0.087618,135.890585,135.748808,134.758521,-1.132064,130.525294,130.383518,129.393231,-6.510705,-6.652482,-7.642768,4.258653,137.035999,5.313987
GW231114_043211,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,31.5127,0.091,0.6084,0.2551,5.070178,0.15013,136.609793,136.508225,135.731952,-0.877841,131.539615,131.438047,130.661774,-5.496384,-5.597952,-6.374225,4.977861,137.035999,5.313987
GW231118_005626,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,31.8307,0.3929,0.8142,0.3789,5.412667,0.114883,136.624277,136.124033,135.226594,-1.397683,131.21161,130.711366,129.813927,-5.824389,-6.324633,-7.222072,4.992345,137.035999,5.313987
GW231118_071402,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,73.8933,0.1278,0.7323,0.6598,5.381256,0.139944,137.839303,137.694605,136.67814,-1.161164,132.458047,132.313348,131.296884,-4.577952,-4.722651,-5.739116,6.207371,137.035999,5.313987
GW231118_090602,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,21.2289,0.1195,0.7005,0.262,5.258801,0.266069,136.039893,135.904983,134.95825,-1.081642,130.781092,130.646182,129.699449,-6.254907,-6.389817,-7.33655,4.407961,137.035999,5.313987
GW231119_075248,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,82.3292,-0.0005,0.6847,0.9702,5.326772,0.151216,137.995264,137.995789,136.951179,-1.044085,132.668492,132.669017,131.624407,-4.367507,-4.366982,-5.411592,6.363332,137.035999,5.313987
GW231123_135430,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,243.2756,0.0391,0.7084,0.1712,5.295662,0.076309,139.55838,139.515594,138.457488,-1.100892,134.262718,134.219932,133.161826,-2.773281,-2.816067,-3.874173,7.926448,137.035999,5.313987
GW231127_165300,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,74.4822,0.0406,0.6901,0.6912,5.305897,0.189981,137.850756,137.80623,136.794046,-1.05671,132.544859,132.500333,131.488149,-4.49114,-4.535666,-5.54785,6.218825,137.035999,5.313987
GW231129_081745,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,69.5676,0.0274,0.6657,0.5956,5.262584,0.160435,137.752276,137.722401,136.751735,-1.00054,132.489692,132.459817,131.489152,-4.546307,-4.576182,-5.546847,6.120344,137.035999,5.313987
GW231206_233134,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,62.6127,-0.0901,0.6691,0.5452,5.317787,0.07223,137.600315,137.694592,136.59227,-1.008045,132.282528,132.376805,131.274484,-4.753471,-4.659194,-5.761515,5.968383,137.035999,5.313987
GW231206_233901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,66.5665,-0.0293,0.6868,0.2811,5.336658,0.064416,137.688657,137.719919,136.639705,-1.048951,132.351998,132.383261,131.303047,-4.684001,-4.652738,-5.732952,6.056725,137.035999,5.313987
GW231213_111417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,62.6177,0.0767,0.7211,0.6546,5.380196,0.090402,137.60043,137.515255,136.467897,-1.132533,132.220235,132.135059,131.087701,-4.815764,-4.90094,-5.948298,5.968499,137.035999,5.313987
GW231221_135041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,77.258,0.0393,0.7037,0.7017,5.298569,0.200769,137.903545,137.86047,136.814218,-1.089327,132.604977,132.561901,131.515649,-4.431023,-4.474098,-5.52035,6.271613,137.035999,5.313987
GW231223_032836,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,77.5766,-0.1616,0.6309,0.6415,5.239425,0.168712,137.909481,138.074723,136.984991,-0.92449,132.670056,132.835298,131.745566,-4.365943,-4.200701,-5.290433,6.277549,137.035999,5.313987
GW231223_075055,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,19.0328,0.0721,0.6951,0.1914,5.290732,0.137727,135.882346,135.802435,134.813707,-1.068639,130.591613,130.511703,129.522975,-6.444386,-6.524296,-7.513024,4.250414,137.035999,5.313987
GW231223_202619,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,19.7013,0.105,0.7158,0.1776,5.378161,0.068184,135.932153,135.81432,134.812897,-1.119256,130.553992,130.436159,129.434737,-6.482007,-6.59984,-7.601263,4.300221,137.035999,5.313987
GW231224_024321,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,16.6908,-0.0052,0.6854,0.1883,5.348177,0.037431,135.69291,135.69847,134.647251,-1.045659,130.344733,130.350293,129.299073,-6.691267,-6.685706,-7.736926,4.060978,137.035999,5.313987
GW231226_101520,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,75.1941,-0.0738,0.6745,0.2278,5.339032,0.025818,137.86448,137.94216,136.844035,-1.020445,132.525448,132.603128,131.505003,-4.510551,-4.432871,-5.530996,6.232548,137.035999,5.313987
GW231230_170116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,87.7908,-0.2167,0.6112,0.8681,5.228653,0.183052,138.08793,138.3057,137.204387,-0.883544,132.859277,133.077046,131.975734,-4.176722,-3.958953,-5.060265,6.455998,137.035999,5.313987
GW231231_154016,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,40.0007,-0.0286,0.6726,0.2087,5.33127,0.045913,136.953885,136.984509,135.937827,-1.016058,131.622615,131.653239,130.606557,-5.413384,-5.38276,-6.429442,5.321953,137.035999,5.313987
GW240104_164932,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,75.2684,0.1255,0.7472,0.3506,5.398803,0.080533,137.865905,137.723852,136.665435,-1.20047,132.467102,132.325049,131.266632,-4.568897,-4.71095,-5.769367,6.233973,137.035999,5.313987
GW240107_013215,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,89.5545,0.3387,0.7896,0.8746,5.369864,0.282283,138.116626,137.69654,136.795768,-1.320858,132.746761,132.326676,131.425904,-4.289238,-4.709323,-5.610095,6.484694,137.035999,5.313987
GW240109_050431,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,posterior,47.299,-0.076,0.6375,0.2758,5.257511,0.085999,137.19567,137.275591,136.257209,-0.938461,131.938159,132.01808,130.999699,-5.09784,-5.017919,-6.036301,5.563738,137.035999,5.313987
