event_file,catalog,waveform_key,erad_strategy,M_total_med,log2_M,chi_eff_med,af_med,m_irr_final_med,e_th_med,e_th_frac_med,n_std,n_std_std,gap_std,n_irr,n_irr_std,gap_irr,n_above,n_above_std,gap_above,has_variant_c,in_band_std,n_samples
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,31.5127,4.977861,0.090967,0.608418,28.9135,0.0,0.0,5.070178,0.15013,131.539615,5.131619,0.156246,131.478173,5.069712,0.153567,131.540081,1,1,17986
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,31.8307,4.992345,0.392856,0.814246,26.8667,0.0,0.0,5.412667,0.114883,131.21161,5.535167,0.117132,131.08911,5.411496,0.145808,131.212781,1,1,17887
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,73.8933,6.207371,0.127769,0.732326,64.5364,0.0,0.0,5.381256,0.139944,132.458047,5.479529,0.159082,132.359774,5.380364,0.192818,132.458939,1,1,15567
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,21.2289,4.407961,0.11951,0.700527,18.8729,0.0,0.0,5.258801,0.266069,130.781092,5.341613,0.267795,130.698279,5.256285,0.27565,130.783608,1,1,17286
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,82.3292,6.363332,-0.000486,0.684722,73.2296,0.0,0.0,5.326772,0.151216,132.668492,5.413141,0.168354,132.582123,5.327484,0.245718,132.667779,1,1,14216
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source,243.2756,7.926448,0.03907,0.708431,214.891,0.0,0.0,5.295662,0.076309,134.262718,5.385105,0.088511,134.173275,5.282302,0.371302,134.276078,1,1,19980
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,74.4822,6.218825,0.040635,0.690092,66.2152,0.0,0.0,5.305897,0.189981,132.544859,5.39197,0.21077,132.458787,5.309012,0.27811,132.541744,1,1,14592
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,69.5676,6.120344,0.027397,0.665749,62.4189,0.0,0.0,5.262584,0.160435,132.489692,5.342946,0.179009,132.40933,5.261986,0.198878,132.49029,1,1,14785
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,62.6127,5.968383,-0.090064,0.669069,55.8079,0.0,0.0,5.317787,0.07223,132.282528,5.400901,0.083352,132.199415,5.316621,0.219487,132.283694,1,1,13230
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,66.5665,6.056725,-0.029252,0.686799,59.0594,0.0,0.0,5.336658,0.064416,132.351998,5.423534,0.073177,132.265122,5.335205,0.1499,132.353452,1,1,15034
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,62.6177,5.968499,0.076699,0.721134,54.7877,0.0,0.0,5.380196,0.090402,132.220235,5.476574,0.104299,132.123857,5.37882,0.17034,132.22161,1,1,14380
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,77.258,6.271613,0.03933,0.703698,68.1442,0.0,0.0,5.298569,0.200769,132.604977,5.385997,0.216837,132.517548,5.301981,0.299822,132.601564,1,1,16198
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,77.5766,6.277549,-0.161592,0.6309,70.2689,0.0,0.0,5.239425,0.168712,132.670056,5.310865,0.185333,132.598616,5.242065,0.353698,132.667416,1,1,15011
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,19.0328,4.250414,0.072083,0.695113,16.8569,0.0,0.0,5.290732,0.137727,130.591613,5.376762,0.143195,130.505583,5.287693,0.171203,130.594653,1,1,18392
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,19.7013,4.300221,0.104971,0.715847,17.2426,0.0,0.0,5.378161,0.068184,130.553992,5.473168,0.074629,130.458984,5.377203,0.104081,130.55495,1,1,13892
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,16.6908,4.060978,-0.005159,0.685395,14.7764,0.0,0.0,5.348177,0.037431,130.344733,5.435802,0.04062,130.257108,5.347451,0.108968,130.345459,1,1,16775
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,75.1941,6.232548,-0.073805,0.674509,66.7995,0.0,0.0,5.339032,0.025818,132.525448,5.423641,0.029375,132.440839,5.338581,0.114289,132.525898,1,1,15030
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,87.7908,6.455998,-0.216677,0.611213,79.912,0.0,0.0,5.228653,0.183052,132.859277,5.297167,0.19673,132.790763,5.235635,0.372588,132.852295,1,1,15694
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,40.0007,5.321953,-0.028649,0.67259,35.588,0.0,0.0,5.33127,0.045913,131.622615,5.415306,0.051759,131.538579,5.330314,0.107356,131.623571,1,1,13245
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,75.2684,6.233973,0.125542,0.747228,65.218,0.0,0.0,5.398803,0.080533,132.467102,5.501773,0.092294,132.364133,5.397631,0.157744,132.468274,1,1,14325
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,89.5545,6.484694,0.338748,0.789638,76.882,0.0,0.0,5.369864,0.282283,132.746761,5.48055,0.309887,132.636076,5.37155,0.311099,132.745075,1,1,18048
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,47.299,5.563738,-0.07599,0.637468,42.6509,0.0,0.0,5.257511,0.085999,131.938159,5.33132,0.096405,131.864349,5.256767,0.171303,131.938903,1,1,15285
