event_file,catalog,waveform_key,median_n,in_bbh_band,n_samples,e_chi2_eff,med_chi_eff,e_chi2_final,med_chi_final,e_chi_orb2_direct,e_chi_orb2_healy,chi_orb_healy,e_a1_sq,e_a2_sq,e_kerr_ratio_eff,e_kerr_ratio_final,med_eta,med_q,med_chirp_mass,med_chip,gb_event_pop_beta
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.23927,1,15011,0.074438,-0.16159,0.400017,0.6309,0.325579,0.452891,0.67297,0.405152,0.357325,1.96053,1.77084,0.24218,0.69936,32.325,0.51944,1.05088
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.2897,1,18392,0.018654,0.07208,0.488451,0.69511,0.469797,0.415464,0.64457,0.247338,0.281062,1.99049,1.71417,0.2304,0.56248,7.814,0.40788,0.93931
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.37843,1,13892,0.017811,0.10497,0.51447,0.71585,0.496659,0.461275,0.67917,0.19336,0.316788,1.99099,1.69604,0.24475,0.74686,8.377,0.39129,0.93762
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.34842,1,16775,0.001586,-0.00516,0.473364,0.68539,0.471778,0.466302,0.68286,0.205511,0.199805,1.99921,1.7254,0.24628,0.78265,7.141,0.38157,0.90517
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33863,1,15030,0.007762,-0.0738,0.458598,0.67451,0.450836,0.47509,0.68927,0.199709,0.265252,1.9961,1.73548,0.24894,0.87799,32.558,0.45836,0.91752
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.22859,1,15694,0.088637,-0.21668,0.368921,0.61121,0.280284,0.453498,0.67342,0.385492,0.355208,1.95276,1.79147,0.24236,0.70244,36.731,0.46726,1.07927
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.33311,1,13245,0.005346,-0.02865,0.453872,0.67259,0.448526,0.46404,0.6812,0.156318,0.232349,1.99732,1.73854,0.24559,0.76562,17.109,0.33654,0.91269
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.39889,1,14325,0.027053,0.12554,0.557781,0.74723,0.530728,0.465766,0.68247,0.396564,0.34101,1.98626,1.6628,0.24612,0.77846,32.198,0.60873,0.95611
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.36989,1,18048,0.143914,0.33875,0.604227,0.78964,0.460314,0.389592,0.62417,0.458379,0.383642,1.92253,1.61876,0.22197,0.49832,34.62,0.45603,1.18983
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,UNKNOWN,C00:IMRPhenomXPHM-SpinTaylor,5.25834,1,15285,0.021558,-0.07599,0.406892,0.63747,0.385333,0.432956,0.65799,0.181586,0.275043,1.98901,1.76896,0.23596,0.61685,19.71,0.3304,0.94512
