event,catalog,waveform,erad_strategy,median_n,std_n,n_samples,in_bbh_band,M_total_Msun,M_chirp_Msun,mass_ratio,chi_eff,redshift,lum_dist_Mpc,median_snr,snr_src,snr_available,median_theta_jn_rad,median_cos_theta_jn,incl_src
GW230922_020344,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.342404,0.078196,19000,1,70.6111,29.9145,0.7015,0.0354,0.276,1452.7638,13.0064,network_matched_filter_snr,1,2.4467,-0.7681,theta_jn
GW230922_040658,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.445738,0.227381,14201,1,124.6904,50.9305,0.6524,0.3378,0.9495,6365.535,12.4412,network_matched_filter_snr,1,1.9279,-0.3495,theta_jn
GW230924_124453,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.362742,0.052696,14630,1,51.7546,22.2595,0.812,0.0196,0.4192,2362.2796,14.0285,network_matched_filter_snr,1,2.2756,-0.6479,theta_jn
GW230927_043729,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.353461,0.071947,13148,1,62.4715,26.7549,0.8056,0.0071,0.5287,3115.7852,11.5424,network_matched_filter_snr,1,1.8392,-0.2652,theta_jn
GW230927_153832,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.356826,0.037012,14161,1,38.5156,16.4372,0.7442,0.0406,0.2278,1167.9873,21.4461,network_matched_filter_snr,1,2.4982,-0.8001,theta_jn
GW230928_215827,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.500549,0.164221,19357,1,87.6395,35.7239,0.5473,0.4204,0.6974,4358.8838,9.9645,network_matched_filter_snr,1,1.6709,-0.1,theta_jn
GW230930_110730,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.343906,0.11467,11732,1,58.9969,24.8918,0.7395,0.0277,0.7619,4856.8996,8.8049,network_matched_filter_snr,1,1.9817,-0.3994,theta_jn
GW231001_140220,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.209786,0.184435,16041,1,116.328,46.7561,0.5203,-0.0479,0.673,4173.3257,10.5505,network_matched_filter_snr,1,1.6286,-0.0578,theta_jn
GW231004_232346,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.201039,0.189241,15804,1,101.6706,40.7,0.5135,-0.0512,0.6567,4050.1858,9.0155,network_matched_filter_snr,1,1.4499,0.1206,theta_jn
GW231005_021030,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.317988,0.187815,13730,1,131.5903,53.4136,0.5768,0.1123,0.939,6278.9327,10.283,network_matched_filter_snr,1,2.0329,-0.4458,theta_jn
GW231005_091549,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.324195,0.107264,12902,1,50.6423,21.4966,0.7724,-0.0384,0.5938,3584.5482,8.843,network_matched_filter_snr,1,1.8582,-0.2834,theta_jn
GW231008_142521,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.254499,0.184565,16800,1,71.2554,28.9099,0.5675,-0.0252,0.4817,2786.77,9.7497,network_matched_filter_snr,1,2.2117,-0.5979,theta_jn
GW231014_040532,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.396424,0.13671,16903,1,35.8834,15.0755,0.7162,0.1813,0.3994,2231.0905,9.1809,network_matched_filter_snr,1,1.5007,0.07,theta_jn
GW231018_233037,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.299404,0.110297,15611,1,19.0923,7.911,0.6234,0.0148,0.2877,1523.5745,8.4287,network_matched_filter_snr,1,1.4122,0.1579,theta_jn
GW231020_142947,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.344919,0.155384,14942,1,19.8618,8.0709,0.6071,0.1512,0.2383,1228.753,10.6904,network_matched_filter_snr,1,1.558,0.0128,theta_jn
GW231028_153006,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.5859,0.129417,15128,1,152.9012,64.299,0.6998,0.4957,0.7177,4514.3758,22.8283,network_matched_filter_snr,1,0.6607,0.7896,theta_jn
GW231029_111508,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.356299,0.161173,13488,1,106.0689,44.0481,0.6231,0.1453,0.5145,3015.4656,12.1935,network_matched_filter_snr,1,1.9075,-0.3304,theta_jn
GW231102_071736,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.363654,0.093359,15330,1,104.652,44.4813,0.7049,0.074,0.5985,3618.9162,16.2038,network_matched_filter_snr,1,1.9788,-0.3968,theta_jn
GW231104_133418,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.388139,0.071936,13042,1,21.0329,8.8535,0.7054,0.1455,0.2781,1465.1652,11.5082,network_matched_filter_snr,1,1.5479,0.0229,theta_jn
GW231108_125142,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.31068,0.047906,16031,1,40.6547,17.3451,0.7533,-0.0763,0.3717,2050.6583,13.5418,network_matched_filter_snr,1,1.2681,0.2981,theta_jn
GW231110_040320,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.369673,0.083975,16586,1,32.5224,13.4722,0.6222,0.1746,0.3393,1843.5409,11.5069,network_matched_filter_snr,1,1.4506,0.1199,theta_jn
GW231113_122623,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.491743,0.161842,17278,1,68.2932,28.4721,0.6797,0.3648,0.5524,3284.9727,8.6216,network_matched_filter_snr,1,1.2255,0.3384,theta_jn
GW231113_200417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.36529,0.087618,13984,1,19.1418,8.021,0.6585,0.1253,0.224,1146.2096,10.3448,network_matched_filter_snr,1,2.1585,-0.5544,theta_jn
GW231114_043211,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.070178,0.15013,17986,1,31.5127,11.6527,0.353,0.091,0.2551,1327.506,10.2657,network_matched_filter_snr,1,1.7032,-0.132,theta_jn
GW231118_005626,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.412667,0.114883,17887,1,31.8307,12.7915,0.4912,0.3929,0.3789,2097.2885,11.0118,network_matched_filter_snr,1,1.6873,-0.1162,theta_jn
GW231118_071402,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.381256,0.139944,15567,1,73.8933,31.1009,0.7139,0.1278,0.6598,4073.8943,9.3364,network_matched_filter_snr,1,0.8962,0.6246,theta_jn
GW231118_090602,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.258801,0.266069,17286,1,21.2289,8.3699,0.4902,0.1195,0.262,1368.9867,11.0981,network_matched_filter_snr,1,1.2882,0.2789,theta_jn
GW231119_075248,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.326772,0.151216,14216,1,82.3292,34.5356,0.73,-0.0005,0.9702,6537.5322,8.4368,network_matched_filter_snr,1,1.7582,-0.1863,theta_jn
GW231123_135430,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source,5.295662,0.076309,19980,1,243.2756,102.3297,0.6222,0.0391,0.1712,849.531,22.3929,network_matched_filter_snr,1,1.5731,-0.0023,theta_jn
GW231127_165300,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.305897,0.189981,14592,1,74.4822,30.555,0.6182,0.0406,0.6912,4311.5576,9.1603,network_matched_filter_snr,1,1.6831,-0.1121,theta_jn
GW231129_081745,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.262584,0.160435,14785,1,69.5676,28.1396,0.536,0.0274,0.5956,3597.6601,8.302,network_matched_filter_snr,1,1.5481,0.0227,theta_jn
GW231206_233134,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.317787,0.07223,13230,1,62.6127,26.8967,0.8147,-0.0901,0.5452,3233.4726,11.9689,network_matched_filter_snr,1,1.4396,0.1308,theta_jn
GW231206_233901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.336658,0.064416,15034,1,66.5665,28.4168,0.7725,-0.0293,0.2811,1483.1204,22.871,network_matched_filter_snr,1,0.7853,0.7072,theta_jn
GW231213_111417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.380196,0.090402,14380,1,62.6177,26.7593,0.7945,0.0767,0.6546,4035.0627,10.6738,network_matched_filter_snr,1,1.7647,-0.1927,theta_jn
GW231221_135041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.298569,0.200769,16198,1,77.258,31.2259,0.6404,0.0393,0.7017,4391.6806,8.5561,network_matched_filter_snr,1,1.8392,-0.2652,theta_jn
GW231223_032836,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.239425,0.168712,15011,1,77.5766,32.3248,0.6994,-0.1616,0.6415,3936.5365,9.7557,network_matched_filter_snr,1,1.2637,0.3023,theta_jn
GW231223_075055,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.290732,0.137727,18392,1,19.0328,7.8136,0.5625,0.0721,0.1914,960.9307,8.9339,network_matched_filter_snr,1,0.788,0.7052,theta_jn
GW231223_202619,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.378161,0.068184,13892,1,19.7013,8.3771,0.7469,0.105,0.1776,884.3656,10.0031,network_matched_filter_snr,1,1.6784,-0.1074,theta_jn
GW231224_024321,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.348177,0.037431,16775,1,16.6908,7.141,0.7826,-0.0052,0.1883,943.8509,13.1788,network_matched_filter_snr,1,1.2231,0.3407,theta_jn
GW231226_101520,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.339032,0.025818,15030,1,75.1941,32.5575,0.878,-0.0738,0.2278,1168.1744,40.691,network_matched_filter_snr,1,0.6758,0.7802,theta_jn
GW231230_170116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.228653,0.183052,15694,1,87.7908,36.7309,0.7024,-0.2167,0.8681,5700.1833,8.1461,network_matched_filter_snr,1,1.6664,-0.0954,theta_jn
GW231231_154016,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.33127,0.045913,13245,1,40.0007,17.109,0.7656,-0.0286,0.2087,1058.3816,14.3456,network_matched_filter_snr,1,1.2626,0.3033,theta_jn
GW240104_164932,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.398803,0.080533,14325,1,75.2684,32.1979,0.7785,0.1255,0.3506,1915.091,15.4362,network_matched_filter_snr,1,1.1803,0.3807,theta_jn
GW240107_013215,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.369864,0.282283,18048,1,89.5545,34.6195,0.4983,0.3387,0.8746,5752.7677,9.2562,network_matched_filter_snr,1,1.8659,-0.2908,theta_jn
GW240109_050431,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total - final_mass_source_non_evolved,5.257511,0.085999,15285,1,47.299,19.7099,0.6168,-0.076,0.2758,1451.5962,11.36,network_matched_filter_snr,1,1.4972,0.0735,theta_jn
