event_file,catalog,event_type,waveform_key,n_samples,median_n,mean_n,std_n,p5_n,p95_n,ci90_width,cv_pct,dev_from_pred,in_bbh_band,sub_floor,median_chi_eff,median_q
IGWN-GWTC4p0-0f954158d_720-GW230811_032116-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17874,5.30473,5.29109,0.09819,5.10711,5.42909,0.32197,1.8558,0.00927,1,0,0.01711,0.61686
IGWN-GWTC4p0-0f954158d_720-GW230814_061920-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13478,5.31596,5.29625,0.1325,5.05209,5.47107,0.41897,2.5018,0.00196,1,0,0.05286,0.61911
IGWN-GWTC4p0-0f954158d_720-GW230814_230901-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13460,5.35945,5.35745,0.01846,5.32538,5.38305,0.05767,0.3445,0.04545,1,0,-0.01034,0.84942
IGWN-GWTC4p0-0f954158d_720-GW230819_171910-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15680,5.14527,5.06825,0.30734,4.45007,5.43988,0.98981,6.064,0.16873,1,0,-0.02915,0.45421
IGWN-GWTC4p0-0f954158d_720-GW230820_212515-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15759,5.31583,5.22102,0.30179,4.64175,5.58163,0.93989,5.7803,0.00183,1,0,0.20929,0.49429
IGWN-GWTC4p0-0f954158d_720-GW230824_033047-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13206,5.32298,5.28962,0.13723,5.02111,5.44478,0.42367,2.5943,0.00898,1,0,0.00218,0.6918
IGWN-GWTC4p0-0f954158d_720-GW230825_041334-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13826,5.46935,5.44198,0.14311,5.16369,5.62515,0.46146,2.6298,0.15535,1,0,0.31738,0.65702
IGWN-GWTC4p0-0f954158d_720-GW230831_015414-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14508,5.35369,5.33422,0.12777,5.11276,5.49776,0.385,2.3953,0.03969,1,0,0.04275,0.7468
IGWN-GWTC4p0-0f954158d_720-GW230904_051013-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15560,5.33891,5.31066,0.08416,5.14494,5.38892,0.24398,1.5847,0.02491,1,0,0.05618,0.66988
IGWN-GWTC4p0-0f954158d_720-GW230911_195324-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,18595,5.25947,5.23958,0.11833,5.02042,5.394,0.37358,2.2583,0.05453,1,0,-0.029,0.56288
IGWN-GWTC4p0-0f954158d_720-GW230914_111401-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,18353,5.33799,5.31326,0.13903,5.04546,5.49607,0.45061,2.6167,0.02399,1,0,0.12752,0.60557
IGWN-GWTC4p0-0f954158d_720-GW230919_215712-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15670,5.42664,5.42192,0.04916,5.33141,5.49423,0.16282,0.9066,0.11264,1,0,0.18229,0.79663
IGWN-GWTC4p0-0f954158d_720-GW230920_071124-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15199,5.34031,5.32241,0.10097,5.14675,5.44575,0.299,1.8971,0.02631,1,0,-0.00189,0.75689
IGWN-GWTC4p0-0f954158d_720-GW230922_020344-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,19000,5.34382,5.33354,0.0785,5.18981,5.44327,0.25346,1.4719,0.02982,1,0,0.03535,0.70151
IGWN-GWTC4p0-0f954158d_720-GW230922_040658-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14201,5.4457,5.38783,0.22737,4.91641,5.63046,0.71405,4.2201,0.1317,1,0,0.33778,0.65244
IGWN-GWTC4p0-0f954158d_720-GW230924_124453-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14630,5.36288,5.35945,0.05297,5.267,5.44056,0.17355,0.9884,0.04888,1,0,0.01957,0.812
IGWN-GWTC4p0-0f954158d_720-GW230927_043729-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13148,5.35326,5.34567,0.07204,5.21725,5.44836,0.23111,1.3477,0.03926,1,0,0.0071,0.80559
IGWN-GWTC4p0-0f954158d_720-GW230927_153832-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14161,5.35863,5.3523,0.03783,5.28152,5.40242,0.1209,0.7068,0.04463,1,0,0.04056,0.74421
IGWN-GWTC4p0-0f954158d_720-GW230928_215827-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,19357,5.50068,5.46061,0.16403,5.14103,5.64695,0.50592,3.0038,0.18668,1,0,0.42045,0.5473
IGWN-GWTC4p0-0f954158d_720-GW230930_110730-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,11732,5.34389,5.32668,0.1146,5.11511,5.47905,0.36394,2.1515,0.02989,1,0,0.02766,0.73955
IGWN-GWTC4p0-0f954158d_720-GW231001_140220-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16041,5.20984,5.17907,0.18448,4.84135,5.41394,0.5726,3.562,0.10416,1,0,-0.04788,0.52035
IGWN-GWTC4p0-0f954158d_720-GW231004_232346-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15804,5.20081,5.16334,0.18936,4.79495,5.39816,0.60321,3.6674,0.11319,1,0,-0.05118,0.51348
IGWN-GWTC4p0-0f954158d_720-GW231005_021030-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13730,5.31847,5.28587,0.18777,4.93499,5.52935,0.59437,3.5523,0.00447,1,0,0.11233,0.57679
IGWN-GWTC4p0-0f954158d_720-GW231005_091549-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,12902,5.32519,5.3061,0.10717,5.1191,5.43113,0.31203,2.0197,0.01119,1,0,-0.03843,0.77237
IGWN-GWTC4p0-0f954158d_720-GW231008_142521-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16800,5.25411,5.20711,0.18451,4.84733,5.42139,0.57406,3.5434,0.05989,1,0,-0.02524,0.5675
IGWN-GWTC4p0-0f954158d_720-GW231014_040532-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16903,5.39742,5.37457,0.13692,5.13111,5.54513,0.41402,2.5475,0.08342,1,0,0.18128,0.71622
IGWN-GWTC4p0-0f954158d_720-GW231018_233037-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15611,5.29969,5.26787,0.11047,5.05655,5.3747,0.31815,2.0971,0.01431,1,0,0.01478,0.62337
IGWN-GWTC4p0-0f954158d_720-GW231020_142947-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14942,5.34416,5.27769,0.15539,4.94319,5.42138,0.47819,2.9444,0.03016,1,0,0.15116,0.60707
IGWN-GWTC4p0-0f954158d_720-GW231028_153006-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15128,5.58597,5.55142,0.12946,5.26939,5.68133,0.41194,2.332,0.27197,1,0,0.49569,0.69981
IGWN-GWTC4p0-0f954158d_720-GW231029_111508-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13488,5.35636,5.32448,0.16123,5.01689,5.52646,0.50957,3.0281,0.04236,1,0,0.14528,0.62313
IGWN-GWTC4p0-0f954158d_720-GW231102_071736-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15330,5.36361,5.35279,0.09338,5.18159,5.48466,0.30307,1.7446,0.04961,1,0,0.07405,0.70494
IGWN-GWTC4p0-0f954158d_720-GW231104_133418-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13042,5.3873,5.36476,0.07213,5.22809,5.43553,0.20744,1.3445,0.0733,1,0,0.14553,0.7054
IGWN-GWTC4p0-0f954158d_720-GW231108_125142-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16031,5.31141,5.30498,0.04841,5.21563,5.37262,0.15699,0.9126,0.00259,1,0,-0.07625,0.75329
IGWN-GWTC4p0-0f954158d_720-GW231110_040320-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16586,5.37099,5.35646,0.08562,5.19859,5.47013,0.27154,1.5984,0.05699,1,0,0.17464,0.62221
IGWN-GWTC4p0-0f954158d_720-GW231113_122623-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17278,5.49228,5.45827,0.16196,5.1544,5.64972,0.49532,2.9673,0.17828,1,0,0.36482,0.67966
IGWN-GWTC4p0-0f954158d_720-GW231113_200417-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13984,5.36428,5.33747,0.08846,5.17632,5.42247,0.24616,1.6573,0.05028,1,0,0.12531,0.65852
IGWN-GWTC4p0-0f954158d_720-GW231114_043211-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17986,5.07038,5.05141,0.15025,4.77141,5.26807,0.49666,2.9744,0.24362,1,0,0.09097,0.35297
IGWN-GWTC4p0-0f954158d_720-GW231118_005626-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17887,5.41535,5.40212,0.11216,5.19104,5.55517,0.36413,2.0762,0.10135,1,0,0.39286,0.49115
IGWN-GWTC4p0-0f954158d_720-GW231118_071402-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15567,5.38122,5.35985,0.1401,5.09859,5.54058,0.44199,2.6138,0.06722,1,0,0.12777,0.71392
IGWN-GWTC4p0-0f954158d_720-GW231118_090602-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,17286,5.25852,5.13865,0.26587,4.60144,5.38613,0.78468,5.174,0.05548,1,0,0.11951,0.49024
IGWN-GWTC4p0-0f954158d_720-GW231119_075248-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14216,5.32686,5.29388,0.15115,4.99563,5.46609,0.47046,2.8552,0.01286,1,0,-0.00049,0.73004
IGWN-GWTC4p0-0f954158d_720-GW231123_135430-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,19980,5.2957,5.28486,0.07631,5.14465,5.38882,0.24417,1.4439,0.0183,1,0,0.03907,0.62225
IGWN-GWTC4p0-0f954158d_720-GW231127_165300-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14592,5.306,5.26205,0.19005,4.89049,5.49036,0.59987,3.6118,0.008,1,0,0.04064,0.6182
IGWN-GWTC4p0-0f954158d_720-GW231129_081745-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14785,5.26245,5.23822,0.16046,4.94801,5.44895,0.50094,3.0633,0.05155,1,0,0.0274,0.53599
IGWN-GWTC4p0-0f954158d_720-GW231206_233134-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13230,5.31785,5.30913,0.07233,5.18184,5.40784,0.22601,1.3624,0.00385,1,0,-0.09006,0.81472
IGWN-GWTC4p0-0f954158d_720-GW231206_233901-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15034,5.33583,5.32229,0.0652,5.19325,5.40583,0.21259,1.225,0.02183,1,0,-0.02925,0.77253
IGWN-GWTC4p0-0f954158d_720-GW231213_111417-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14380,5.38029,5.3709,0.09033,5.21224,5.4943,0.28206,1.6819,0.06629,1,0,0.0767,0.79446
IGWN-GWTC4p0-0f954158d_720-GW231221_135041-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16198,5.29813,5.25461,0.20095,4.85999,5.48859,0.6286,3.8243,0.01587,1,0,0.03933,0.64045
IGWN-GWTC4p0-0f954158d_720-GW231223_032836-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15011,5.23927,5.20257,0.16868,4.8522,5.39993,0.54773,3.2422,0.07473,1,0,-0.16159,0.69936
IGWN-GWTC4p0-0f954158d_720-GW231223_075055-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,18392,5.2897,5.24979,0.13807,4.97219,5.39302,0.42083,2.63,0.0243,1,0,0.07208,0.56248
IGWN-GWTC4p0-0f954158d_720-GW231223_202619-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13892,5.37843,5.36192,0.06877,5.22784,5.43631,0.20847,1.2825,0.06443,1,0,0.10497,0.74686
IGWN-GWTC4p0-0f954158d_720-GW231224_024321-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,16775,5.34842,5.33733,0.03787,5.26079,5.37702,0.11623,0.7096,0.03442,1,0,-0.00516,0.78265
IGWN-GWTC4p0-0f954158d_720-GW231226_101520-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15030,5.33863,5.33536,0.02668,5.28654,5.37139,0.08485,0.5001,0.02463,1,0,-0.0738,0.87799
IGWN-GWTC4p0-0f954158d_720-GW231230_170116-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15694,5.22859,5.18632,0.18299,4.84897,5.36995,0.52097,3.5284,0.08541,1,0,-0.21668,0.70244
IGWN-GWTC4p0-0f954158d_720-GW231231_154016-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,13245,5.33311,5.32514,0.04632,5.23948,5.38446,0.14498,0.8698,0.01911,1,0,-0.02865,0.76562
IGWN-GWTC4p0-0f954158d_720-GW240104_164932-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,14325,5.39889,5.38769,0.08088,5.24057,5.49437,0.25379,1.5013,0.08489,1,0,0.12554,0.77846
IGWN-GWTC4p0-0f954158d_720-GW240107_013215-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,18048,5.36989,5.29758,0.28232,4.74106,5.64054,0.89949,5.3293,0.05589,1,0,0.33875,0.49832
IGWN-GWTC4p0-0f954158d_720-GW240109_050431-combined_PEDataRelease.hdf5,GWTC-4,BBH,C00:IMRPhenomXPHM-SpinTaylor,15285,5.25834,5.24976,0.0862,5.09535,5.37283,0.27748,1.642,0.05566,1,0,-0.07599,0.61685
