event,catalog,waveform,erad_strategy,per_sample_chi,M_total_Msun,chi_eff_med,chi_eff_std,redshift,lum_dist_Mpc,mass_ratio,n_seraphim,n_sph_std,n_carrier_schwarz,n_carrier_kerr,kerr_delta_n,n_BBH_theory,gap_schwarz,gap_kerr,alpha_inv,delta_schwarz,delta_kerr,log2_M
GW230707_124047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,81.4944,-0.0435,0.1569,0.7189,4523.3574,0.8134,5.332823,0.081914,137.980561,138.04126,0.060699,5.313987,132.647737,132.708437,137.035999,-4.388262,-4.327562,6.348629
GW230708_053705,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,51.9629,0.0773,0.1365,0.5478,3252.043,0.8079,5.383408,0.07419,137.331343,137.246139,-0.085204,5.313987,131.947935,131.862731,137.035999,-5.088064,-5.173268,5.699411
GW230708_230935,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,103.7964,0.0243,0.1665,0.5634,3363.6804,0.5992,5.291093,0.169231,138.329545,138.295864,-0.03368,5.313987,133.038451,133.004771,137.035999,-3.997548,-4.031229,6.697613
GW230709_122727,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,75.14,0.0945,0.1802,0.7276,4590.1164,0.6973,5.353993,0.168628,137.863442,137.773544,-0.089898,5.313987,132.509449,132.419551,137.035999,-4.52655,-4.616448,6.23151
GW230712_090405,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,43.9833,-0.041,0.1837,0.3614,1983.8998,0.4074,5.088251,0.279942,137.090815,137.122104,0.031289,5.313987,132.002563,132.033853,137.035999,-5.033436,-5.002146,5.458883
GW230723_101834,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,27.7103,-0.1589,0.1664,0.2912,1544.5015,0.6377,5.248083,0.108596,136.424281,136.571837,0.147556,5.313987,131.176198,131.323754,137.035999,-5.859801,-5.712245,4.792349
GW230726_002940,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,63.3806,-0.0166,0.1271,0.3756,2075.8238,0.7997,5.342996,0.067656,137.617902,137.64301,0.025107,5.313987,132.274907,132.300014,137.035999,-4.761092,-4.735985,5.98597
GW230729_082317,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,20.4058,0.1248,0.1123,0.305,1629.1023,0.6104,5.334317,0.147594,135.982837,135.835144,-0.147693,5.313987,130.648519,130.500827,137.035999,-6.38748,-6.535172,4.350905
GW230731_215307,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,18.2391,-0.0479,0.0506,0.2182,1112.9582,0.7627,5.327364,0.047837,135.820898,135.865891,0.044993,5.313987,130.493534,130.538526,137.035999,-6.542465,-6.497473,4.188966
GW230803_033412,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,76.1055,0.099,0.1765,0.7328,4630.4898,0.6034,5.333825,0.15011,137.88186,137.760727,-0.121133,5.313987,132.548035,132.426902,137.035999,-4.487964,-4.609097,6.249928
GW230805_034249,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,56.729,0.082,0.1563,0.5329,3145.4327,0.6387,5.333124,0.154834,137.457946,137.359398,-0.098548,5.313987,132.124822,132.026274,137.035999,-4.911177,-5.009725,5.826014
GW230806_204041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,85.1538,0.0929,0.1601,0.8451,5515.3718,0.7117,5.362345,0.134665,138.043931,137.958376,-0.085555,5.313987,132.681586,132.596031,137.035999,-4.354413,-4.439968,6.411999
GW230811_032116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,57.9945,0.0171,0.1017,0.3683,2028.7783,0.6169,5.30546,0.097787,137.489776,137.470702,-0.019074,5.313987,132.184316,132.165242,137.035999,-4.851683,-4.870757,5.857844
GW230814_061920,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,112.1141,0.0529,0.1457,0.6196,3774.1193,0.6191,5.315806,0.132485,138.440755,138.379215,-0.061541,5.313987,133.12495,133.063409,137.035999,-3.911049,-3.97259,6.808823
GW230814_230901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,62.0258,-0.0103,0.0361,0.0594,274.2109,0.8494,5.359292,0.018525,137.586727,137.600811,0.014083,5.313987,132.227435,132.241518,137.035999,-4.808564,-4.794481,5.954795
GW230819_171910,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,110.4179,-0.0291,0.2389,0.6318,3864.7887,0.4542,5.144922,0.307323,138.418762,138.450398,0.031636,5.313987,133.27384,133.305476,137.035999,-3.762159,-3.730523,6.78683
GW230820_212515,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,96.1931,0.2093,0.1775,0.6195,3773.0859,0.4943,5.31551,0.301793,138.219794,137.983188,-0.236606,5.313987,132.904284,132.667678,137.035999,-4.131715,-4.368321,6.587862
GW230824_033047,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,88.244,0.0022,0.1396,0.7316,4621.2874,0.6918,5.323027,0.137225,138.095359,138.107593,0.012234,5.313987,132.772332,132.784566,137.035999,-4.263667,-4.251433,6.463427
GW230825_041334,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,70.6391,0.3174,0.1574,0.7852,5039.4197,0.657,5.469248,0.143004,137.774326,137.38995,-0.384376,5.313987,132.305079,131.920702,137.035999,-4.730921,-5.115297,6.142394
GW230831_015414,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,73.7716,0.0428,0.166,0.7251,4570.7014,0.7468,5.352915,0.127811,137.836927,137.799641,-0.037285,5.313987,132.484011,132.446726,137.035999,-4.551988,-4.589273,6.204995
GW230904_051013,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,17.9681,0.0562,0.0714,0.1997,1007.5056,0.6699,5.339402,0.08416,135.799302,135.728183,-0.071119,5.313987,130.4599,130.388782,137.035999,-6.576099,-6.647217,4.16737
GW230911_195324,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,56.1018,-0.029,0.1207,0.221,1128.7026,0.5629,5.257396,0.118616,137.441907,137.480639,0.038732,5.313987,132.18451,132.223243,137.035999,-4.851489,-4.812757,5.809975
GW230914_111401,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,95.8127,0.1275,0.1174,0.4526,2587.6081,0.6056,5.338201,0.138931,138.214077,138.0829,-0.131176,5.313987,132.875876,132.744699,137.035999,-4.160123,-4.2913,6.582145
GW230919_215712,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,49.316,0.1823,0.0731,0.2461,1274.8923,0.7966,5.426625,0.048693,137.255916,137.042914,-0.213002,5.313987,131.829291,131.616289,137.035999,-5.206708,-5.41971,5.623984
GW230920_071124,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,56.4734,-0.0019,0.1269,0.4863,2818.4458,0.7569,5.339987,0.100859,137.45143,137.451251,-0.00018,5.313987,132.111443,132.111263,137.035999,-4.924556,-4.924736,5.819498
GW230922_020344,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,70.6111,0.0354,0.1154,0.276,1452.7638,0.7015,5.342404,0.078196,137.773756,137.737428,-0.036328,5.313987,132.431352,132.395024,137.035999,-4.604647,-4.640975,6.141824
GW230922_040658,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,124.6904,0.3378,0.1651,0.9495,6365.535,0.6524,5.445738,0.227381,138.594139,138.203137,-0.391002,5.313987,133.148401,132.757399,137.035999,-3.887598,-4.2786,6.962207
GW230924_124453,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,51.7546,0.0196,0.098,0.4192,2362.2796,0.812,5.362742,0.052696,137.325546,137.306807,-0.018739,5.313987,131.962804,131.944064,137.035999,-5.073195,-5.091935,5.693614
GW230927_043729,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,62.4715,0.0071,0.1203,0.5287,3115.7852,0.8056,5.353461,0.071947,137.597059,137.586875,-0.010184,5.313987,132.243597,132.233413,137.035999,-4.792402,-4.802586,5.965127
GW230927_153832,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,38.5156,0.0406,0.0444,0.2278,1167.9873,0.7442,5.356826,0.037012,136.899304,136.856316,-0.042988,5.313987,131.542478,131.49949,137.035999,-5.493521,-5.536509,5.267372
GW230928_215827,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,87.6395,0.4204,0.1217,0.6974,4358.8838,0.5473,5.500549,0.164221,138.085442,137.541088,-0.544354,5.313987,132.584893,132.040539,137.035999,-4.451106,-4.99546,6.45351
GW230930_110730,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,58.9969,0.0277,0.1535,0.7619,4856.8996,0.7395,5.343906,0.11467,137.514498,137.49746,-0.017038,5.313987,132.170592,132.153554,137.035999,-4.865407,-4.882445,5.882566
GW231001_140220,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,116.328,-0.0479,0.1899,0.673,4173.3257,0.5203,5.209786,0.184435,138.493987,138.570138,0.076151,5.313987,133.284201,133.360351,137.035999,-3.751799,-3.675648,6.862055
GW231004_232346,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,101.6706,-0.0512,0.1949,0.6567,4050.1858,0.5135,5.201039,0.189241,138.299691,138.366256,0.066565,5.313987,133.098652,133.165217,137.035999,-3.937347,-3.870782,6.667759
GW231005_021030,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,131.5903,0.1123,0.2166,0.939,6278.9327,0.5768,5.317988,0.187815,138.671841,138.530445,-0.141396,5.313987,133.353854,133.212457,137.035999,-3.682145,-3.823542,7.039909
GW231005_091549,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,50.6423,-0.0384,0.1445,0.5938,3584.5482,0.7724,5.324195,0.107264,137.294203,137.341287,0.047084,5.313987,131.970008,132.017092,137.035999,-5.065991,-5.018907,5.662271
GW231008_142521,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,71.2554,-0.0252,0.1457,0.4817,2786.77,0.5675,5.254499,0.184565,137.786859,137.817508,0.030648,5.313987,132.532361,132.563009,137.035999,-4.503638,-4.47299,6.154928
GW231014_040532,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,35.8834,0.1813,0.1632,0.3994,2231.0905,0.7162,5.396424,0.13671,136.797178,136.608411,-0.188766,5.313987,131.400754,131.211987,137.035999,-5.635245,-5.824012,5.165246
GW231018_233037,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,19.0923,0.0148,0.0928,0.2877,1523.5745,0.6234,5.299404,0.110297,135.886854,135.868908,-0.017946,5.313987,130.58745,130.569504,137.035999,-6.448549,-6.466496,4.254922
GW231020_142947,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,19.8618,0.1512,0.1144,0.2383,1228.753,0.6071,5.344919,0.155384,135.943856,135.765779,-0.178076,5.313987,130.598937,130.42086,137.035999,-6.437062,-6.615139,4.311924
GW231028_153006,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,152.9012,0.4957,0.0863,0.7177,4514.3758,0.6998,5.5859,0.129417,138.888388,138.235095,-0.653293,5.313987,133.302488,132.649195,137.035999,-3.733511,-4.386804,7.256456
GW231029_111508,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,106.0689,0.1453,0.1465,0.5145,3015.4656,0.6231,5.356299,0.161173,138.36079,138.205049,-0.155741,5.313987,133.00449,132.848749,137.035999,-4.031509,-4.18725,6.728858
GW231102_071736,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,104.652,0.074,0.1167,0.5985,3618.9162,0.7049,5.363654,0.093359,138.341388,138.268327,-0.073061,5.313987,132.977734,132.904673,137.035999,-4.058265,-4.131326,6.709456
GW231104_133418,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,21.0329,0.1455,0.0557,0.2781,1465.1652,0.7054,5.388139,0.071936,136.026507,135.853798,-0.172708,5.313987,130.638368,130.46566,137.035999,-6.397631,-6.570339,4.394575
GW231108_125142,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,40.6547,-0.0763,0.0775,0.3717,2050.6583,0.7533,5.31068,0.047906,136.977283,137.060493,0.08321,5.313987,131.666603,131.749813,137.035999,-5.369396,-5.286186,5.345351
GW231110_040320,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,32.5224,0.1746,0.0692,0.3393,1843.5409,0.6222,5.369673,0.083975,136.655294,136.459158,-0.196136,5.313987,131.285621,131.089485,137.035999,-5.750378,-5.946514,5.023362
GW231113_122623,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,68.2932,0.3648,0.16,0.5524,3284.9727,0.6797,5.491743,0.161842,137.725602,137.266754,-0.458848,5.313987,132.233859,131.775011,137.035999,-4.80214,-5.260988,6.09367
GW231113_200417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,19.1418,0.1253,0.0646,0.224,1146.2096,0.6585,5.36529,0.087618,135.890585,135.740555,-0.15003,5.313987,130.525294,130.375264,137.035999,-6.510705,-6.660735,4.258653
GW231114_043211,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,31.5127,0.091,0.1094,0.2551,1327.506,0.353,5.070178,0.15013,136.609793,136.515014,-0.094779,5.313987,131.539615,131.444836,137.035999,-5.496384,-5.591163,4.977861
GW231118_005626,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,31.8307,0.3929,0.0615,0.3789,2097.2885,0.4912,5.412667,0.114883,136.624277,136.130813,-0.493465,5.313987,131.21161,130.718146,137.035999,-5.824389,-6.317854,4.992345
GW231118_071402,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,73.8933,0.1278,0.1676,0.6598,4073.8943,0.7139,5.381256,0.139944,137.839303,137.694364,-0.14494,5.313987,132.458047,132.313107,137.035999,-4.577952,-4.722892,6.207371
GW231118_090602,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,21.2289,0.1195,0.1651,0.262,1368.9867,0.4902,5.258801,0.266069,136.039893,135.913891,-0.126002,5.313987,130.781092,130.65509,137.035999,-6.254907,-6.380909,4.407961
GW231119_075248,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,82.3292,-0.0005,0.1671,0.9702,6537.5322,0.73,5.326772,0.151216,137.995264,137.996314,0.001051,5.313987,132.668492,132.669543,137.035999,-4.367507,-4.366456,6.363332
GW231123_135430,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source,True,243.2756,0.0391,0.1135,0.1712,849.531,0.6222,5.295662,0.076309,139.55838,139.520478,-0.037902,5.313987,134.262718,134.224816,137.035999,-2.773281,-2.811183,7.926448
GW231127_165300,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,74.4822,0.0406,0.1885,0.6912,4311.5576,0.6182,5.305897,0.189981,137.850756,137.819599,-0.031157,5.313987,132.544859,132.513702,137.035999,-4.49114,-4.522297,6.218825
GW231129_081745,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,69.5676,0.0274,0.15,0.5956,3597.6601,0.536,5.262584,0.160435,137.752276,137.726599,-0.025677,5.313987,132.489692,132.464015,137.035999,-4.546307,-4.571984,6.120344
GW231206_233134,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,62.6127,-0.0901,0.1326,0.5452,3233.4726,0.8147,5.317787,0.07223,137.600315,137.693273,0.092957,5.313987,132.282528,132.375486,137.035999,-4.753471,-4.660513,5.968383
GW231206_233901,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,66.5665,-0.0293,0.0814,0.2811,1483.1204,0.7725,5.336658,0.064416,137.688657,137.723783,0.035126,5.313987,132.351998,132.387124,137.035999,-4.684001,-4.648875,6.056725
GW231213_111417,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,62.6177,0.0767,0.1363,0.6546,4035.0627,0.7945,5.380196,0.090402,137.60043,137.528429,-0.072002,5.313987,132.220235,132.148233,137.035999,-4.815764,-4.887766,5.968499
GW231221_135041,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,77.258,0.0393,0.2371,0.7017,4391.6806,0.6404,5.298569,0.200769,137.903545,137.837227,-0.066318,5.313987,132.604977,132.538659,137.035999,-4.431023,-4.49734,6.271613
GW231223_032836,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,77.5766,-0.1616,0.2178,0.6415,3936.5365,0.6994,5.239425,0.168712,137.909481,138.075174,0.165693,5.313987,132.670056,132.835749,137.035999,-4.365943,-4.20025,6.277549
GW231223_075055,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,19.0328,0.0721,0.1025,0.1914,960.9307,0.5625,5.290732,0.137727,135.882346,135.811951,-0.070395,5.313987,130.591613,130.521218,137.035999,-6.444386,-6.514781,4.250414
GW231223_202619,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,19.7013,0.105,0.0749,0.1776,884.3656,0.7469,5.378161,0.068184,135.932153,135.811078,-0.121075,5.313987,130.553992,130.432917,137.035999,-6.482007,-6.603082,4.300221
GW231224_024321,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,16.6908,-0.0052,0.0398,0.1883,943.8509,0.7826,5.348177,0.037431,135.69291,135.695721,0.002811,5.313987,130.344733,130.347543,137.035999,-6.691267,-6.688456,4.060978
GW231226_101520,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,75.1941,-0.0738,0.047,0.2278,1168.1744,0.878,5.339032,0.025818,137.86448,137.940989,0.076509,5.313987,132.525448,132.601957,137.035999,-4.510551,-4.434042,6.232548
GW231230_170116,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,87.7908,-0.2167,0.1982,0.8681,5700.1833,0.7024,5.228653,0.183052,138.08793,138.331749,0.243818,5.313987,132.859277,133.103096,137.035999,-4.176722,-3.932904,6.455998
GW231231_154016,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,40.0007,-0.0286,0.067,0.2087,1058.3816,0.7656,5.33127,0.045913,136.953885,136.981664,0.027779,5.313987,131.622615,131.650394,137.035999,-5.413384,-5.385605,5.321953
GW240104_164932,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,75.2684,0.1255,0.11,0.3506,1915.091,0.7785,5.398803,0.080533,137.865905,137.720541,-0.145364,5.313987,132.467102,132.321737,137.035999,-4.568897,-4.714262,6.233973
GW240107_013215,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,89.5545,0.3387,0.2022,0.8746,5752.7677,0.4983,5.369864,0.282283,138.116626,137.69471,-0.421916,5.313987,132.746761,132.324846,137.035999,-4.289238,-4.711154,6.484694
GW240109_050431,GWTC-4,C00:IMRPhenomXPHM-SpinTaylor,M_total-final_mass_source_non_evolved,True,47.299,-0.076,0.1203,0.2758,1451.5962,0.6168,5.257511,0.085999,137.19567,137.277422,0.081752,5.313987,131.938159,132.019911,137.035999,-5.09784,-5.016088,5.563738
